   29
PP0
PP1
PP2
PP3
PP4
PP5
PP6
PP7
PP8
PP9
PP10
PP11
PP12
PP13
PP14
PP15
PP16
PP17
PP18
PP19
PP20
PP21
PP22
PP23
PP24
PP25
PP26
PP27
PP28
  0.1009617      0.1135325      0.1252739     -1.1000000E+35  0.1191389      0.1165305      0.1252739    
 -1.1000000E+35 -1.1000000E+35  0.1296997     -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35  0.1135325      0.1009617      7.6039702E-02  9.4818085E-02  5.9020404E-02   0.000000    
  0.1009617      7.6039702E-02  5.9020404E-02  7.6039702E-02  0.1009617      0.1135325      0.1009617    
  9.4818085E-02  0.1009617      0.1135325      0.1252739      0.1252739      0.1191389      0.1191389    
  0.1252739     -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
  0.1296997      0.1165305      9.4818085E-02  0.1009617      5.9020404E-02  7.6039702E-02  0.1009617    
   0.000000      5.9020404E-02  9.4818085E-02  0.1165305      0.1296997      5.9020404E-02  7.6039702E-02
  0.1009617      0.1191389     -1.1000000E+35 -1.1000000E+35  9.4818085E-02  0.1009617      0.1252739    
 -1.1000000E+35 -1.1000000E+35  0.1191389     -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35  0.1191389      0.1009617      9.4818085E-02  7.6039702E-02  5.9020404E-02  7.6039702E-02
  5.9020404E-02   0.000000      5.9020404E-02  9.4818085E-02  0.1165305      7.6039702E-02  5.9020404E-02
  7.6039702E-02  0.1009617      0.1191389     -1.1000000E+35  0.1009617      9.4818085E-02  0.1135325    
  0.1252739     -1.1000000E+35  0.1165305     -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35  0.1252739      0.1135325      0.1009617      0.1009617      7.6039702E-02  5.9020404E-02
  9.4818085E-02  5.9020404E-02   0.000000      5.9020404E-02  9.4818085E-02  0.1009617      7.6039702E-02
  5.9020404E-02  7.6039702E-02  0.1009617      0.1191389      0.1135325      0.1009617      0.1009617    
  0.1135325      0.1252739      0.1191389      0.1191389     -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1135325      0.1191389      0.1009617      7.6039702E-02
  0.1165305      9.4818085E-02  5.9020404E-02   0.000000      5.9020404E-02  0.1191389      0.1009617    
  7.6039702E-02  5.9020404E-02  7.6039702E-02  0.1009617      0.1252739      0.1135325      9.4818085E-02
  0.1009617      0.1135325     -1.1000000E+35  0.1165305      0.1252739     -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739     -1.1000000E+35  0.1191389      0.1009617    
  0.1296997      0.1165305      9.4818085E-02  5.9020404E-02   0.000000     -1.1000000E+35  0.1191389    
  0.1009617      7.6039702E-02  5.9020404E-02  7.6039702E-02 -1.1000000E+35  0.1252739      0.1009617    
  9.4818085E-02  0.1009617     -1.1000000E+35  0.1191389      0.1191389     -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35  0.1296997      0.1165305      0.1191389      9.4818085E-02  0.1009617      0.1135325    
  5.9020404E-02  7.6039702E-02  0.1009617      0.1191389     -1.1000000E+35   0.000000      5.9020404E-02
  9.4818085E-02  0.1165305      0.1296997     -1.1000000E+35  5.9020404E-02  7.6039702E-02  0.1191389    
 -1.1000000E+35 -1.1000000E+35  0.1009617      0.1252739     -1.1000000E+35  0.1252739     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35  0.1191389      0.1165305      0.1009617      9.4818085E-02  0.1009617    
  7.6039702E-02  5.9020404E-02  7.6039702E-02  0.1009617      0.1191389      5.9020404E-02   0.000000    
  5.9020404E-02  9.4818085E-02  0.1165305      0.1296997      7.6039702E-02  5.9020404E-02  0.1009617    
  0.1191389     -1.1000000E+35  9.4818085E-02  0.1135325     -1.1000000E+35  0.1191389     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1191389      0.1135325      0.1009617      9.4818085E-02
  0.1009617      7.6039702E-02  5.9020404E-02  7.6039702E-02  0.1009617      9.4818085E-02  5.9020404E-02
   0.000000      5.9020404E-02  9.4818085E-02  0.1165305      0.1009617      7.6039702E-02  7.6039702E-02
  0.1009617      0.1191389      0.1009617      0.1009617      0.1252739      0.1165305     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1252739      0.1135325      0.1009617    
  0.1191389      0.1009617      7.6039702E-02  5.9020404E-02  7.6039702E-02  0.1165305      9.4818085E-02
  5.9020404E-02   0.000000      5.9020404E-02  9.4818085E-02  0.1191389      0.1009617      5.9020404E-02
  7.6039702E-02  0.1009617      0.1135325      9.4818085E-02  0.1135325      0.1191389     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1135325    
 -1.1000000E+35  0.1191389      0.1009617      7.6039702E-02  5.9020404E-02  0.1296997      0.1165305    
  9.4818085E-02  5.9020404E-02   0.000000      5.9020404E-02 -1.1000000E+35  0.1191389      7.6039702E-02
  5.9020404E-02  7.6039702E-02  0.1252739      0.1009617      0.1009617      0.1252739     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739    
 -1.1000000E+35 -1.1000000E+35  0.1191389      0.1009617      7.6039702E-02 -1.1000000E+35  0.1296997    
  0.1165305      9.4818085E-02  5.9020404E-02   0.000000     -1.1000000E+35 -1.1000000E+35  0.1009617    
  7.6039702E-02  5.9020404E-02 -1.1000000E+35  0.1135325      9.4818085E-02 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35  0.1296997     -1.1000000E+35  0.1165305      0.1191389      0.1252739    
  9.4818085E-02  0.1009617      0.1135325      0.1252739     -1.1000000E+35  5.9020404E-02  7.6039702E-02
  0.1009617      0.1191389     -1.1000000E+35 -1.1000000E+35   0.000000      5.9020404E-02  0.1165305    
 -1.1000000E+35 -1.1000000E+35  7.6039702E-02  0.1191389     -1.1000000E+35  0.1135325     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1296997      0.1191389      0.1165305      0.1191389    
  0.1009617      9.4818085E-02  0.1009617      0.1135325      0.1252739      7.6039702E-02  5.9020404E-02
  7.6039702E-02  0.1009617      0.1191389     -1.1000000E+35  5.9020404E-02   0.000000      9.4818085E-02
  0.1165305      0.1296997      5.9020404E-02  0.1009617     -1.1000000E+35  0.1009617     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1191389    
  0.1252739      0.1135325      0.1009617      9.4818085E-02  0.1009617      0.1191389      0.1009617    
  7.6039702E-02  5.9020404E-02  7.6039702E-02  0.1009617      0.1165305      9.4818085E-02   0.000000    
  5.9020404E-02  9.4818085E-02  0.1009617      5.9020404E-02  0.1009617      0.1009617     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739    
 -1.1000000E+35  0.1252739      0.1135325      0.1009617      9.4818085E-02 -1.1000000E+35  0.1191389    
  0.1009617      7.6039702E-02  5.9020404E-02  7.6039702E-02 -1.1000000E+35  0.1165305      5.9020404E-02
   0.000000      5.9020404E-02  0.1191389      7.6039702E-02  7.6039702E-02  0.1135325     -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1135325      0.1009617     -1.1000000E+35 -1.1000000E+35
  0.1191389      0.1009617      7.6039702E-02  5.9020404E-02 -1.1000000E+35  0.1296997      9.4818085E-02
  5.9020404E-02   0.000000     -1.1000000E+35  0.1009617      5.9020404E-02 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1296997     -1.1000000E+35
  0.1191389      0.1165305      0.1191389     -1.1000000E+35 -1.1000000E+35  0.1009617      9.4818085E-02
  0.1009617      0.1135325      0.1252739     -1.1000000E+35  7.6039702E-02  5.9020404E-02  0.1009617    
  0.1191389     -1.1000000E+35   0.000000      9.4818085E-02  0.1296997      7.6039702E-02 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35  0.1191389      0.1165305      0.1191389      0.1252739      0.1135325    
  0.1009617      9.4818085E-02  0.1009617      0.1135325      0.1191389      0.1009617      5.9020404E-02
  7.6039702E-02  0.1009617      9.4818085E-02   0.000000      9.4818085E-02  7.6039702E-02 -1.1000000E+35
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1191389     -1.1000000E+35 -1.1000000E+35
  0.1252739      0.1135325      0.1009617      9.4818085E-02 -1.1000000E+35 -1.1000000E+35  0.1009617    
  7.6039702E-02  5.9020404E-02  0.1296997      9.4818085E-02   0.000000      0.1191389      0.1165305    
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1252739      0.1191389    
  0.1165305      0.1191389      0.1252739     -1.1000000E+35  0.1135325      0.1009617      0.1009617    
  0.1135325     -1.1000000E+35  7.6039702E-02  7.6039702E-02  0.1191389       0.000000     -1.1000000E+35
  0.1165305    
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1165305     -1.1000000E+35   0.000000    
 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35
 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35 -1.1000000E+35  0.1165305     -1.1000000E+35
   0.000000    
